date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
01-Jun-23,Meghalaya,two wheelers,1,1969
01-Jul-23,Ladakh,two wheelers,1,117
01-Jul-23,Nagaland,two wheelers,1,599
01-Jul-23,Nagaland,four wheelers,1,739
01-Aug-23,DNH and DD,four wheelers,1,357
01-Sep-23,Andaman & Nicobar Island,four wheelers,1,148
01-Sep-23,Nagaland,two wheelers,1,531
01-Oct-23,Andaman & Nicobar Island,two wheelers,1,404
01-Oct-23,Andaman & Nicobar Island,four wheelers,1,191
01-Oct-23,Meghalaya,two wheelers,1,1776
01-Oct-23,Meghalaya,four wheelers,1,1354
01-Nov-23,Andaman & Nicobar Island,four wheelers,1,170
01-Nov-23,Nagaland,two wheelers,1,634
01-Nov-23,Nagaland,four wheelers,1,860
01-Dec-23,Meghalaya,two wheelers,1,1518
01-Dec-23,Meghalaya,four wheelers,1,1060
01-Jan-24,Mizoram,four wheelers,1,513
01-Jan-24,Meghalaya,four wheelers,1,1429
01-Feb-24,Andaman & Nicobar Island,four wheelers,1,181
01-Feb-24,Nagaland,four wheelers,1,822
01-Mar-24,Andaman & Nicobar Island,four wheelers,1,158
01-Mar-24,Arunachal Pradesh,four wheelers,1,1081
01-Apr-21,Andaman & Nicobar Island,four wheelers,9,168
01-Apr-21,Andhra Pradesh,four wheelers,26,7837
01-Apr-21,Bihar,four wheelers,4,5731
01-Apr-21,Chandigarh,four wheelers,2,1426
01-Apr-21,Delhi,four wheelers,61,8076
01-Apr-21,Goa,four wheelers,8,1442
01-Apr-21,Gujarat,four wheelers,44,17386
01-Apr-21,Haryana,four wheelers,3,15476
01-Apr-21,Jharkhand,four wheelers,3,3425
01-Apr-21,Karnataka,four wheelers,90,16864
01-Apr-21,Kerala,four wheelers,132,23660
01-Apr-21,Madhya Pradesh,four wheelers,2,5356
01-Apr-21,Maharashtra,four wheelers,96,16829
01-Apr-21,Odisha,four wheelers,5,5101
01-Apr-21,Punjab,four wheelers,4,8955
01-Apr-21,Rajasthan,four wheelers,22,10647
01-Apr-21,Tamil Nadu,four wheelers,75,18826
01-Apr-21,Uttar Pradesh,four wheelers,4,23056
01-Apr-21,Uttarakhand,four wheelers,10,2728
01-Apr-21,West Bengal,four wheelers,24,7640
01-May-21,Andhra Pradesh,four wheelers,16,5831
01-May-21,Goa,four wheelers,4,393
01-May-21,Gujarat,four wheelers,29,15959
01-May-21,Karnataka,four wheelers,2,646
01-May-21,Kerala,four wheelers,48,5164
01-May-21,Maharashtra,four wheelers,121,13528
01-May-21,Puducherry,four wheelers,2,119
01-May-21,Rajasthan,four wheelers,7,2756
01-May-21,Tamil Nadu,four wheelers,14,3413
01-May-21,Uttar Pradesh,four wheelers,3,14016
01-May-21,West Bengal,four wheelers,6,3962
01-Jun-21,Andhra Pradesh,four wheelers,39,6098
01-Jun-21,Bihar,four wheelers,4,5692
01-Jun-21,Chandigarh,four wheelers,12,2050
01-Jun-21,Chhattisgarh,four wheelers,5,4526
01-Jun-21,Delhi,four wheelers,148,12914
01-Jun-21,Goa,four wheelers,14,749
01-Jun-21,Gujarat,four wheelers,61,19359
01-Jun-21,Haryana,four wheelers,4,13420
01-Jun-21,Jharkhand,four wheelers,4,4405
01-Jun-21,Karnataka,four wheelers,71,8030
01-Jun-21,Kerala,four wheelers,140,10018
01-Jun-21,Madhya Pradesh,four wheelers,13,12092
01-Jun-21,Maharashtra,four wheelers,190,24817
01-Jun-21,Odisha,four wheelers,2,3041
01-Jun-21,Punjab,four wheelers,3,7126
01-Jun-21,Rajasthan,four wheelers,34,12070
01-Jun-21,Tamil Nadu,four wheelers,42,7793
01-Jun-21,Uttar Pradesh,four wheelers,3,25704
01-Jun-21,Uttarakhand,four wheelers,7,2972
01-Jun-21,West Bengal,four wheelers,18,6316
01-Jul-21,Andaman & Nicobar Island,four wheelers,8,176
01-Jul-21,Andhra Pradesh,four wheelers,36,7877
01-Jul-21,Bihar,four wheelers,5,5438
01-Jul-21,Chandigarh,four wheelers,9,1916
01-Jul-21,Chhattisgarh,four wheelers,12,4916
01-Jul-21,Delhi,four wheelers,131,15033
01-Jul-21,Goa,four wheelers,10,982
01-Jul-21,Gujarat,four wheelers,53,23792
01-Jul-21,Haryana,four wheelers,6,14524
01-Jul-21,Himachal Pradesh,four wheelers,2,3811
01-Jul-21,Jharkhand,four wheelers,4,5020
01-Jul-21,Karnataka,four wheelers,196,21640
01-Jul-21,Kerala,four wheelers,139,18406
01-Jul-21,Madhya Pradesh,four wheelers,17,14581
01-Jul-21,Maharashtra,four wheelers,286,38063
01-Jul-21,Odisha,four wheelers,3,5552
01-Jul-21,Punjab,four wheelers,3,9328
01-Jul-21,Rajasthan,four wheelers,52,14374
01-Jul-21,Tamil Nadu,four wheelers,88,20857
01-Jul-21,Uttar Pradesh,four wheelers,8,27999
01-Jul-21,Uttarakhand,four wheelers,11,4182
01-Jul-21,West Bengal,four wheelers,37,8919
01-Aug-21,Andhra Pradesh,four wheelers,78,8245
01-Aug-21,Assam,four wheelers,2,6447
01-Aug-21,Bihar,four wheelers,7,5724
01-Aug-21,Chandigarh,four wheelers,9,1845
01-Aug-21,Chhattisgarh,four wheelers,11,4350
01-Aug-21,Delhi,four wheelers,157,13177
01-Aug-21,Goa,four wheelers,19,1439
01-Aug-21,Gujarat,four wheelers,83,20394
01-Aug-21,Haryana,four wheelers,3,16027
01-Aug-21,Jharkhand,four wheelers,3,5113
01-Aug-21,Karnataka,four wheelers,137,21975
01-Aug-21,Kerala,four wheelers,183,22813
01-Aug-21,Madhya Pradesh,four wheelers,26,12758
01-Aug-21,Maharashtra,four wheelers,197,35127
01-Aug-21,Odisha,four wheelers,4,5453
01-Aug-21,Punjab,four wheelers,4,9209
01-Aug-21,Rajasthan,four wheelers,53,11454
01-Aug-21,Tamil Nadu,four wheelers,88,20865
01-Aug-21,Uttar Pradesh,four wheelers,3,24012
01-Aug-21,Uttarakhand,four wheelers,6,3760
01-Aug-21,West Bengal,four wheelers,28,9198
01-Sep-21,Andhra Pradesh,four wheelers,39,7952
01-Sep-21,Bihar,four wheelers,4,4339
01-Sep-21,Chandigarh,four wheelers,20,1607
01-Sep-21,Chhattisgarh,four wheelers,12,3650
01-Sep-21,Delhi,four wheelers,265,9181
01-Sep-21,Goa,four wheelers,34,1277
01-Sep-21,Gujarat,four wheelers,131,24797
01-Sep-21,Haryana,four wheelers,7,14879
01-Sep-21,Jharkhand,four wheelers,12,3892
01-Sep-21,Karnataka,four wheelers,227,21407
01-Sep-21,Kerala,four wheelers,164,22063
01-Sep-21,Madhya Pradesh,four wheelers,23,11756
01-Sep-21,Maharashtra,four wheelers,148,27900
01-Sep-21,Odisha,four wheelers,2,4865
01-Sep-21,Puducherry,four wheelers,2,640
01-Sep-21,Punjab,four wheelers,3,7521
01-Sep-21,Rajasthan,four wheelers,69,11035
01-Sep-21,Tamil Nadu,four wheelers,107,18823
01-Sep-21,Uttar Pradesh,four wheelers,4,23510
01-Sep-21,Uttarakhand,four wheelers,10,3171
01-Sep-21,West Bengal,four wheelers,34,9437
01-Oct-21,Andhra Pradesh,four wheelers,37,7366
01-Oct-21,Bihar,four wheelers,7,5838
01-Oct-21,Chandigarh,four wheelers,12,1816
01-Oct-21,Chhattisgarh,four wheelers,11,5255
01-Oct-21,Delhi,four wheelers,253,12876
01-Oct-21,Goa,four wheelers,28,1165
01-Oct-21,Gujarat,four wheelers,104,23184
01-Oct-21,Haryana,four wheelers,8,11634
01-Oct-21,Jammu and Kashmir,four wheelers,2,4205
01-Oct-21,Jharkhand,four wheelers,5,4806
01-Oct-21,Karnataka,four wheelers,163,18505
01-Oct-21,Kerala,four wheelers,158,14562
01-Oct-21,Madhya Pradesh,four wheelers,20,9554
01-Oct-21,Maharashtra,four wheelers,298,33771
01-Oct-21,Odisha,four wheelers,2,5830
01-Oct-21,Punjab,four wheelers,5,8523
01-Oct-21,Rajasthan,four wheelers,86,12823
01-Oct-21,Tamil Nadu,four wheelers,119,14796
01-Oct-21,Uttar Pradesh,four wheelers,10,23095
01-Oct-21,Uttarakhand,four wheelers,13,3523
01-Oct-21,West Bengal,four wheelers,33,7120
01-Nov-21,Andhra Pradesh,four wheelers,34,7374
01-Nov-21,Bihar,four wheelers,11,6992
01-Nov-21,Chandigarh,four wheelers,16,1919
01-Nov-21,Chhattisgarh,four wheelers,14,4824
01-Nov-21,Delhi,four wheelers,185,11782
01-Nov-21,Goa,four wheelers,20,1293
01-Nov-21,Gujarat,four wheelers,121,22396
01-Nov-21,Haryana,four wheelers,13,16035
01-Nov-21,Jharkhand,four wheelers,8,5320
01-Nov-21,Karnataka,four wheelers,153,17247
01-Nov-21,Kerala,four wheelers,214,15244
01-Nov-21,Madhya Pradesh,four wheelers,31,12871
01-Nov-21,Maharashtra,four wheelers,515,28322
01-Nov-21,Odisha,four wheelers,18,5095
01-Nov-21,Punjab,four wheelers,3,9015
01-Nov-21,Rajasthan,four wheelers,79,16115
01-Nov-21,Tamil Nadu,four wheelers,108,15533
01-Nov-21,Uttar Pradesh,four wheelers,10,29608
01-Nov-21,Uttarakhand,four wheelers,12,3954
01-Nov-21,West Bengal,four wheelers,59,8836
01-Dec-21,Andhra Pradesh,four wheelers,31,6314
01-Dec-21,Assam,four wheelers,3,6737
01-Dec-21,Bihar,four wheelers,7,5031
01-Dec-21,Chandigarh,four wheelers,12,1985
01-Dec-21,Chhattisgarh,four wheelers,5,3651
01-Dec-21,Delhi,four wheelers,277,12633
01-Dec-21,Goa,four wheelers,19,1306
01-Dec-21,Gujarat,four wheelers,163,24277
01-Dec-21,Haryana,four wheelers,11,16015
01-Dec-21,Jharkhand,four wheelers,3,4258
01-Dec-21,Karnataka,four wheelers,153,16243
01-Dec-21,Kerala,four wheelers,186,16994
01-Dec-21,Madhya Pradesh,four wheelers,30,11820
01-Dec-21,Maharashtra,four wheelers,1392,29346
01-Dec-21,Odisha,four wheelers,20,4634
01-Dec-21,Puducherry,four wheelers,2,608
01-Dec-21,Punjab,four wheelers,6,10624
01-Dec-21,Rajasthan,four wheelers,73,12739
01-Dec-21,Tamil Nadu,four wheelers,121,17001
01-Dec-21,Uttar Pradesh,four wheelers,21,33774
01-Dec-21,Uttarakhand,four wheelers,38,4270
01-Dec-21,West Bengal,four wheelers,39,8452
01-Jan-22,Andhra Pradesh,four wheelers,29,8418
01-Jan-22,Bihar,four wheelers,10,5538
01-Jan-22,Chandigarh,four wheelers,7,1519
01-Jan-22,Chhattisgarh,four wheelers,11,4667
01-Jan-22,Delhi,four wheelers,282,13659
01-Jan-22,Goa,four wheelers,26,1185
01-Jan-22,Gujarat,four wheelers,97,21963
01-Jan-22,Haryana,four wheelers,26,17633
01-Jan-22,Himachal Pradesh,four wheelers,3,3090
01-Jan-22,Jharkhand,four wheelers,5,4345
01-Jan-22,Karnataka,four wheelers,209,21967
01-Jan-22,Kerala,four wheelers,212,17441
01-Jan-22,Madhya Pradesh,four wheelers,25,11325
01-Jan-22,Maharashtra,four wheelers,263,35772
01-Jan-22,Odisha,four wheelers,27,5876
01-Jan-22,Punjab,four wheelers,7,9792
01-Jan-22,Rajasthan,four wheelers,92,13658
01-Jan-22,Tamil Nadu,four wheelers,121,20494
01-Jan-22,Uttar Pradesh,four wheelers,14,32561
01-Jan-22,Uttarakhand,four wheelers,30,4241
01-Jan-22,West Bengal,four wheelers,54,7968
01-Feb-22,Andhra Pradesh,four wheelers,43,6361
01-Feb-22,Assam,four wheelers,3,6152
01-Feb-22,Bihar,four wheelers,8,5658
01-Feb-22,Chandigarh,four wheelers,11,1941
01-Feb-22,Chhattisgarh,four wheelers,20,3922
01-Feb-22,Delhi,four wheelers,298,12608
01-Feb-22,Goa,four wheelers,62,1160
01-Feb-22,Gujarat,four wheelers,128,24012
01-Feb-22,Haryana,four wheelers,28,16353
01-Feb-22,Himachal Pradesh,four wheelers,5,3616
01-Feb-22,Jammu and Kashmir,four wheelers,7,4679
01-Feb-22,Jharkhand,four wheelers,4,4335
01-Feb-22,Karnataka,four wheelers,202,17561
01-Feb-22,Kerala,four wheelers,327,14575
01-Feb-22,Madhya Pradesh,four wheelers,22,11274
01-Feb-22,Maharashtra,four wheelers,905,31805
01-Feb-22,Odisha,four wheelers,27,5023
01-Feb-22,Punjab,four wheelers,5,9464
01-Feb-22,Rajasthan,four wheelers,116,14811
01-Feb-22,Tamil Nadu,four wheelers,135,16711
01-Feb-22,Uttar Pradesh,four wheelers,22,28479
01-Feb-22,Uttarakhand,four wheelers,24,3820
01-Feb-22,West Bengal,four wheelers,45,7395
01-Mar-22,Andaman & Nicobar Island,four wheelers,2,108
01-Mar-22,Andhra Pradesh,four wheelers,55,7288
01-Mar-22,Assam,four wheelers,2,7281
01-Mar-22,Bihar,four wheelers,12,6694
01-Mar-22,Chandigarh,four wheelers,14,2279
01-Mar-22,Chhattisgarh,four wheelers,19,4200
01-Mar-22,Delhi,four wheelers,220,13385
01-Mar-22,Goa,four wheelers,91,1474
01-Mar-22,Gujarat,four wheelers,249,26077
01-Mar-22,Haryana,four wheelers,13,18621
01-Mar-22,Himachal Pradesh,four wheelers,3,3371
01-Mar-22,Jammu and Kashmir,four wheelers,4,4854
01-Mar-22,Jharkhand,four wheelers,5,5062
01-Mar-22,Karnataka,four wheelers,230,22167
01-Mar-22,Kerala,four wheelers,331,16628
01-Mar-22,Madhya Pradesh,four wheelers,35,11616
01-Mar-22,Maharashtra,four wheelers,2060,39762
01-Mar-22,Odisha,four wheelers,31,6098
01-Mar-22,Puducherry,four wheelers,3,817
01-Mar-22,Punjab,four wheelers,4,10836
01-Mar-22,Rajasthan,four wheelers,89,13751
01-Mar-22,Tamil Nadu,four wheelers,168,20604
01-Mar-22,Uttar Pradesh,four wheelers,18,29324
01-Mar-22,Uttarakhand,four wheelers,20,4026
01-Mar-22,West Bengal,four wheelers,41,8539
01-Apr-22,Andhra Pradesh,four wheelers,54,7195
01-Apr-22,Assam,four wheelers,2,6354
01-Apr-22,Bihar,four wheelers,8,5981
01-Apr-22,Chandigarh,four wheelers,12,2167
01-Apr-22,Chhattisgarh,four wheelers,20,4861
01-Apr-22,Delhi,four wheelers,566,15811
01-Apr-22,Goa,four wheelers,31,1390
01-Apr-22,Gujarat,four wheelers,171,26534
01-Apr-22,Haryana,four wheelers,11,16721
01-Apr-22,Himachal Pradesh,four wheelers,4,3140
01-Apr-22,Jammu and Kashmir,four wheelers,3,4468
01-Apr-22,Jharkhand,four wheelers,9,4564
01-Apr-22,Karnataka,four wheelers,311,24129
01-Apr-22,Kerala,four wheelers,275,16142
01-Apr-22,Madhya Pradesh,four wheelers,37,11896
01-Apr-22,Maharashtra,four wheelers,354,32449
01-Apr-22,Odisha,four wheelers,31,5448
01-Apr-22,Puducherry,four wheelers,2,702
01-Apr-22,Punjab,four wheelers,3,10147
01-Apr-22,Rajasthan,four wheelers,87,15176
01-Apr-22,Tamil Nadu,four wheelers,154,17499
01-Apr-22,Uttar Pradesh,four wheelers,11,32173
01-Apr-22,Uttarakhand,four wheelers,49,4116
01-Apr-22,West Bengal,four wheelers,40,8560
01-May-22,Andhra Pradesh,four wheelers,59,6927
01-May-22,Assam,four wheelers,7,6761
01-May-22,Bihar,four wheelers,12,6495
01-May-22,Chandigarh,four wheelers,20,2248
01-May-22,Chhattisgarh,four wheelers,24,4397
01-May-22,Delhi,four wheelers,750,15194
01-May-22,Goa,four wheelers,51,1360
01-May-22,Gujarat,four wheelers,163,23174
01-May-22,Haryana,four wheelers,31,18343
01-May-22,Himachal Pradesh,four wheelers,3,3778
01-May-22,Jammu and Kashmir,four wheelers,2,4775
01-May-22,Jharkhand,four wheelers,3,4306
01-May-22,Karnataka,four wheelers,241,20924
01-May-22,Kerala,four wheelers,258,15706
01-May-22,Madhya Pradesh,four wheelers,43,14017
01-May-22,Maharashtra,four wheelers,794,34222
01-May-22,Meghalaya,four wheelers,3,1051
01-May-22,Odisha,four wheelers,40,5583
01-May-22,Puducherry,four wheelers,2,726
01-May-22,Punjab,four wheelers,2,9843
01-May-22,Rajasthan,four wheelers,124,17047
01-May-22,Tamil Nadu,four wheelers,202,19368
01-May-22,Uttar Pradesh,four wheelers,26,30695
01-May-22,Uttarakhand,four wheelers,22,3948
01-May-22,West Bengal,four wheelers,76,8341
01-Jun-22,Andhra Pradesh,four wheelers,47,6652
01-Jun-22,Assam,four wheelers,9,5825
01-Jun-22,Bihar,four wheelers,16,5543
01-Jun-22,Chandigarh,four wheelers,19,1993
01-Jun-22,Chhattisgarh,four wheelers,32,3933
01-Jun-22,DNH and DD,four wheelers,4,369
01-Jun-22,Delhi,four wheelers,267,14908
01-Jun-22,Goa,four wheelers,74,1342
01-Jun-22,Gujarat,four wheelers,337,26192
01-Jun-22,Haryana,four wheelers,26,17365
01-Jun-22,Himachal Pradesh,four wheelers,2,3457
01-Jun-22,Jammu and Kashmir,four wheelers,4,4239
01-Jun-22,Jharkhand,four wheelers,19,4097
01-Jun-22,Karnataka,four wheelers,359,22817
01-Jun-22,Kerala,four wheelers,345,16486
01-Jun-22,Madhya Pradesh,four wheelers,42,12480
01-Jun-22,Maharashtra,four wheelers,1082,35587
01-Jun-22,Odisha,four wheelers,32,5778
01-Jun-22,Puducherry,four wheelers,9,808
01-Jun-22,Punjab,four wheelers,3,9388
01-Jun-22,Rajasthan,four wheelers,136,13559
01-Jun-22,Tamil Nadu,four wheelers,199,20592
01-Jun-22,Uttar Pradesh,four wheelers,17,27820
01-Jun-22,Uttarakhand,four wheelers,38,3959
01-Jun-22,West Bengal,four wheelers,91,8407
01-Jul-22,Andhra Pradesh,four wheelers,63,6757
01-Jul-22,Assam,four wheelers,11,6769
01-Jul-22,Bihar,four wheelers,10,5215
01-Jul-22,Chandigarh,four wheelers,21,2709
01-Jul-22,Chhattisgarh,four wheelers,29,4394
01-Jul-22,Delhi,four wheelers,438,16056
01-Jul-22,Goa,four wheelers,107,1545
01-Jul-22,Gujarat,four wheelers,308,24735
01-Jul-22,Haryana,four wheelers,135,17539
01-Jul-22,Himachal Pradesh,four wheelers,6,3618
01-Jul-22,Jammu and Kashmir,four wheelers,9,4577
01-Jul-22,Jharkhand,four wheelers,7,4187
01-Jul-22,Karnataka,four wheelers,358,19322
01-Jul-22,Kerala,four wheelers,292,14993
01-Jul-22,Madhya Pradesh,four wheelers,45,11437
01-Jul-22,Maharashtra,four wheelers,1098,35100
01-Jul-22,Meghalaya,four wheelers,2,1053
01-Jul-22,Odisha,four wheelers,29,5336
01-Jul-22,Puducherry,four wheelers,5,681
01-Jul-22,Punjab,four wheelers,7,9415
01-Jul-22,Rajasthan,four wheelers,102,12817
01-Jul-22,Tamil Nadu,four wheelers,176,17830
01-Jul-22,Uttar Pradesh,four wheelers,19,27276
01-Jul-22,Uttarakhand,four wheelers,34,3820
01-Jul-22,West Bengal,four wheelers,93,8312
01-Aug-22,Andhra Pradesh,four wheelers,64,7491
01-Aug-22,Assam,four wheelers,10,6733
01-Aug-22,Bihar,four wheelers,15,5012
01-Aug-22,Chandigarh,four wheelers,19,1903
01-Aug-22,Chhattisgarh,four wheelers,35,3974
01-Aug-22,Delhi,four wheelers,443,16315
01-Aug-22,Goa,four wheelers,44,2364
01-Aug-22,Gujarat,four wheelers,230,23571
01-Aug-22,Haryana,four wheelers,163,18545
01-Aug-22,Himachal Pradesh,four wheelers,2,3517
01-Aug-22,Jammu and Kashmir,four wheelers,3,4299
01-Aug-22,Jharkhand,four wheelers,15,4040
01-Aug-22,Karnataka,four wheelers,363,23924
01-Aug-22,Kerala,four wheelers,342,21051
01-Aug-22,Ladakh,four wheelers,9,269
01-Aug-22,Madhya Pradesh,four wheelers,72,15953
01-Aug-22,Maharashtra,four wheelers,992,40173
01-Aug-22,Odisha,four wheelers,43,5716
01-Aug-22,Puducherry,four wheelers,4,758
01-Aug-22,Punjab,four wheelers,3,9913
01-Aug-22,Rajasthan,four wheelers,145,12578
01-Aug-22,Tamil Nadu,four wheelers,182,20944
01-Aug-22,Uttar Pradesh,four wheelers,15,25778
01-Aug-22,Uttarakhand,four wheelers,34,3599
01-Aug-22,West Bengal,four wheelers,110,9228
01-Sep-22,Andhra Pradesh,four wheelers,61,8003
01-Sep-22,Assam,four wheelers,13,8690
01-Sep-22,Bihar,four wheelers,14,5315
01-Sep-22,Chandigarh,four wheelers,26,2119
01-Sep-22,Chhattisgarh,four wheelers,50,3978
01-Sep-22,Delhi,four wheelers,471,14076
01-Sep-22,Goa,four wheelers,42,1687
01-Sep-22,Gujarat,four wheelers,299,25102
01-Sep-22,Haryana,four wheelers,49,14140
01-Sep-22,Himachal Pradesh,four wheelers,4,2815
01-Sep-22,Jammu and Kashmir,four wheelers,4,4432
01-Sep-22,Jharkhand,four wheelers,31,4183
01-Sep-22,Karnataka,four wheelers,493,25136
01-Sep-22,Kerala,four wheelers,397,19551
01-Sep-22,Madhya Pradesh,four wheelers,61,11080
01-Sep-22,Maharashtra,four wheelers,939,33643
01-Sep-22,Meghalaya,four wheelers,2,1047
01-Sep-22,Odisha,four wheelers,40,5941
01-Sep-22,Puducherry,four wheelers,2,858
01-Sep-22,Punjab,four wheelers,4,8968
01-Sep-22,Rajasthan,four wheelers,150,12513
01-Sep-22,Tamil Nadu,four wheelers,218,21233
01-Sep-22,Uttar Pradesh,four wheelers,23,22777
01-Sep-22,Uttarakhand,four wheelers,29,3066
01-Sep-22,West Bengal,four wheelers,123,11473
01-Oct-22,Andhra Pradesh,four wheelers,57,8075
01-Oct-22,Assam,four wheelers,11,7529
01-Oct-22,Bihar,four wheelers,19,7888
01-Oct-22,Chandigarh,four wheelers,16,2422
01-Oct-22,Chhattisgarh,four wheelers,51,7365
01-Oct-22,DNH and DD,four wheelers,2,432
01-Oct-22,Delhi,four wheelers,633,18613
01-Oct-22,Goa,four wheelers,40,2230
01-Oct-22,Gujarat,four wheelers,189,31456
01-Oct-22,Haryana,four wheelers,39,21475
01-Oct-22,Himachal Pradesh,four wheelers,2,3447
01-Oct-22,Jammu and Kashmir,four wheelers,8,4556
01-Oct-22,Jharkhand,four wheelers,22,6208
01-Oct-22,Karnataka,four wheelers,563,26091
01-Oct-22,Kerala,four wheelers,419,16857
01-Oct-22,Madhya Pradesh,four wheelers,63,22052
01-Oct-22,Maharashtra,four wheelers,1174,51561
01-Oct-22,Odisha,four wheelers,43,6848
01-Oct-22,Puducherry,four wheelers,4,754
01-Oct-22,Punjab,four wheelers,3,10552
01-Oct-22,Rajasthan,four wheelers,204,22678
01-Oct-22,Tamil Nadu,four wheelers,184,18425
01-Oct-22,Uttar Pradesh,four wheelers,21,42577
01-Oct-22,Uttarakhand,four wheelers,50,5163
01-Oct-22,West Bengal,four wheelers,94,6483
01-Nov-22,Andhra Pradesh,four wheelers,95,6272
01-Nov-22,Assam,four wheelers,10,7676
01-Nov-22,Bihar,four wheelers,6,6295
01-Nov-22,Chandigarh,four wheelers,61,2279
01-Nov-22,Chhattisgarh,four wheelers,33,3846
01-Nov-22,DNH and DD,four wheelers,2,455
01-Nov-22,Delhi,four wheelers,483,15949
01-Nov-22,Goa,four wheelers,26,1797
01-Nov-22,Gujarat,four wheelers,374,36212
01-Nov-22,Haryana,four wheelers,133,21202
01-Nov-22,Himachal Pradesh,four wheelers,2,5135
01-Nov-22,Jharkhand,four wheelers,15,4657
01-Nov-22,Karnataka,four wheelers,564,23618
01-Nov-22,Kerala,four wheelers,325,15267
01-Nov-22,Madhya Pradesh,four wheelers,54,10575
01-Nov-22,Maharashtra,four wheelers,1144,35215
01-Nov-22,Odisha,four wheelers,53,5833
01-Nov-22,Puducherry,four wheelers,9,782
01-Nov-22,Rajasthan,four wheelers,113,15252
01-Nov-22,Tamil Nadu,four wheelers,311,20180
01-Nov-22,Uttar Pradesh,four wheelers,11,31886
01-Nov-22,Uttarakhand,four wheelers,31,5199
01-Nov-22,West Bengal,four wheelers,121,10465
01-Dec-22,Andaman & Nicobar Island,four wheelers,3,229
01-Dec-22,Andhra Pradesh,four wheelers,120,6769
01-Dec-22,Assam,four wheelers,4,8441
01-Dec-22,Bihar,four wheelers,5,4752
01-Dec-22,Chandigarh,four wheelers,46,2261
01-Dec-22,Chhattisgarh,four wheelers,40,3887
01-Dec-22,DNH and DD,four wheelers,2,365
01-Dec-22,Delhi,four wheelers,791,15492
01-Dec-22,Goa,four wheelers,30,1744
01-Dec-22,Gujarat,four wheelers,260,27614
01-Dec-22,Haryana,four wheelers,177,18223
01-Dec-22,Himachal Pradesh,four wheelers,7,4026
01-Dec-22,Jammu and Kashmir,four wheelers,4,5304
01-Dec-22,Jharkhand,four wheelers,22,3979
01-Dec-22,Karnataka,four wheelers,438,22142
01-Dec-22,Kerala,four wheelers,298,16601
01-Dec-22,Madhya Pradesh,four wheelers,35,11124
01-Dec-22,Maharashtra,four wheelers,887,32422
01-Dec-22,Odisha,four wheelers,42,6616
01-Dec-22,Puducherry,four wheelers,4,690
01-Dec-22,Rajasthan,four wheelers,110,12634
01-Dec-22,Tamil Nadu,four wheelers,406,20201
01-Dec-22,Uttar Pradesh,four wheelers,13,27230
01-Dec-22,Uttarakhand,four wheelers,24,3881
01-Dec-22,West Bengal,four wheelers,65,8047
01-Jan-23,Andhra Pradesh,four wheelers,121,10775
01-Jan-23,Assam,four wheelers,5,7240
01-Jan-23,Bihar,four wheelers,19,6600
01-Jan-23,Chandigarh,four wheelers,50,2500
01-Jan-23,Chhattisgarh,four wheelers,56,4880
01-Jan-23,Delhi,four wheelers,331,17993
01-Jan-23,Goa,four wheelers,44,1888
01-Jan-23,Gujarat,four wheelers,212,25859
01-Jan-23,Haryana,four wheelers,141,25164
01-Jan-23,Himachal Pradesh,four wheelers,5,4192
01-Jan-23,Jammu and Kashmir,four wheelers,4,4245
01-Jan-23,Jharkhand,four wheelers,41,5016
01-Jan-23,Karnataka,four wheelers,587,26011
01-Jan-23,Kerala,four wheelers,344,17267
01-Jan-23,Madhya Pradesh,four wheelers,69,17945
01-Jan-23,Maharashtra,four wheelers,827,44349
01-Jan-23,Manipur,four wheelers,3,892
01-Jan-23,Odisha,four wheelers,51,6278
01-Jan-23,Puducherry,four wheelers,3,1004
01-Jan-23,Rajasthan,four wheelers,155,18017
01-Jan-23,Tamil Nadu,four wheelers,202,24430
01-Jan-23,Uttar Pradesh,four wheelers,26,41439
01-Jan-23,Uttarakhand,four wheelers,16,5040
01-Jan-23,West Bengal,four wheelers,124,9141
01-Feb-23,Andhra Pradesh,four wheelers,116,6628
01-Feb-23,Assam,four wheelers,13,7029
01-Feb-23,Bihar,four wheelers,46,6117
01-Feb-23,Chandigarh,four wheelers,59,2061
01-Feb-23,Chhattisgarh,four wheelers,73,4196
01-Feb-23,DNH and DD,four wheelers,3,411
01-Feb-23,Delhi,four wheelers,510,14823
01-Feb-23,Goa,four wheelers,83,1760
01-Feb-23,Gujarat,four wheelers,271,28856
01-Feb-23,Haryana,four wheelers,175,19656
01-Feb-23,Himachal Pradesh,four wheelers,21,3952
01-Feb-23,Jammu and Kashmir,four wheelers,8,4449
01-Feb-23,Jharkhand,four wheelers,33,4234
01-Feb-23,Karnataka,four wheelers,616,21837
01-Feb-23,Kerala,four wheelers,662,14603
01-Feb-23,Madhya Pradesh,four wheelers,144,17295
01-Feb-23,Maharashtra,four wheelers,1012,30727
01-Feb-23,Manipur,four wheelers,5,756
01-Feb-23,Odisha,four wheelers,60,5397
01-Feb-23,Puducherry,four wheelers,3,703
01-Feb-23,Punjab,four wheelers,18,11765
01-Feb-23,Rajasthan,four wheelers,293,15819
01-Feb-23,Tamil Nadu,four wheelers,307,18758
01-Feb-23,Uttar Pradesh,four wheelers,60,32464
01-Feb-23,Uttarakhand,four wheelers,23,3985
01-Feb-23,West Bengal,four wheelers,142,8054
