date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
01-Mar-23,Andhra Pradesh,four wheelers,173,7764
01-Mar-23,Assam,four wheelers,20,8324
01-Mar-23,Bihar,four wheelers,47,6322
01-Mar-23,Chandigarh,four wheelers,131,2589
01-Mar-23,Chhattisgarh,four wheelers,95,5119
01-Mar-23,DNH and DD,four wheelers,2,485
01-Mar-23,Delhi,four wheelers,1544,18638
01-Mar-23,Goa,four wheelers,112,2439
01-Mar-23,Gujarat,four wheelers,498,26082
01-Mar-23,Haryana,four wheelers,477,21547
01-Mar-23,Himachal Pradesh,four wheelers,7,3574
01-Mar-23,Jammu and Kashmir,four wheelers,17,5388
01-Mar-23,Jharkhand,four wheelers,52,4670
01-Mar-23,Karnataka,four wheelers,1062,28169
01-Mar-23,Kerala,four wheelers,1107,24727
01-Mar-23,Madhya Pradesh,four wheelers,159,14745
01-Mar-23,Maharashtra,four wheelers,1389,42854
01-Mar-23,Odisha,four wheelers,74,6358
01-Mar-23,Puducherry,four wheelers,4,999
01-Mar-23,Punjab,four wheelers,13,12430
01-Mar-23,Rajasthan,four wheelers,425,18370
01-Mar-23,Tamil Nadu,four wheelers,571,22131
01-Mar-23,Tripura,four wheelers,9,329
01-Mar-23,Uttar Pradesh,four wheelers,431,34186
01-Mar-23,Uttarakhand,four wheelers,48,4596
01-Mar-23,West Bengal,four wheelers,352,8955
01-Apr-23,Andhra Pradesh,four wheelers,225,7229
01-Apr-23,Assam,four wheelers,20,7022
01-Apr-23,Bihar,four wheelers,40,5840
01-Apr-23,Chandigarh,four wheelers,62,2482
01-Apr-23,Chhattisgarh,four wheelers,93,5558
01-Apr-23,Delhi,four wheelers,551,14861
01-Apr-23,Goa,four wheelers,57,1633
01-Apr-23,Gujarat,four wheelers,537,28451
01-Apr-23,Haryana,four wheelers,363,21914
01-Apr-23,Himachal Pradesh,four wheelers,9,3880
01-Apr-23,Jammu and Kashmir,four wheelers,4,3728
01-Apr-23,Jharkhand,four wheelers,39,4281
01-Apr-23,Karnataka,four wheelers,762,22368
01-Apr-23,Kerala,four wheelers,637,9171
01-Apr-23,Madhya Pradesh,four wheelers,95,10894
01-Apr-23,Maharashtra,four wheelers,1139,35336
01-Apr-23,Meghalaya,four wheelers,2,1094
01-Apr-23,Odisha,four wheelers,84,5315
01-Apr-23,Puducherry,four wheelers,5,735
01-Apr-23,Punjab,four wheelers,22,9734
01-Apr-23,Rajasthan,four wheelers,291,14377
01-Apr-23,Tamil Nadu,four wheelers,399,18659
01-Apr-23,Uttar Pradesh,four wheelers,364,32143
01-Apr-23,Uttarakhand,four wheelers,47,4887
01-Apr-23,West Bengal,four wheelers,152,7999
01-May-23,Andhra Pradesh,four wheelers,216,8095
01-May-23,Assam,four wheelers,30,6994
01-May-23,Bihar,four wheelers,46,6865
01-May-23,Chandigarh,four wheelers,83,2556
01-May-23,Chhattisgarh,four wheelers,185,3785
01-May-23,DNH and DD,four wheelers,4,416
01-May-23,Delhi,four wheelers,787,16609
01-May-23,Goa,four wheelers,85,1878
01-May-23,Gujarat,four wheelers,710,25770
01-May-23,Haryana,four wheelers,211,21218
01-May-23,Himachal Pradesh,four wheelers,21,3565
01-May-23,Jammu and Kashmir,four wheelers,14,5095
01-May-23,Jharkhand,four wheelers,37,4755
01-May-23,Karnataka,four wheelers,999,22601
01-May-23,Kerala,four wheelers,954,14819
01-May-23,Madhya Pradesh,four wheelers,136,12488
01-May-23,Maharashtra,four wheelers,1137,35179
01-May-23,Manipur,four wheelers,4,119
01-May-23,Meghalaya,four wheelers,2,1027
01-May-23,Odisha,four wheelers,105,5951
01-May-23,Puducherry,four wheelers,6,943
01-May-23,Punjab,four wheelers,63,11047
01-May-23,Rajasthan,four wheelers,419,16157
01-May-23,Tamil Nadu,four wheelers,529,20789
01-May-23,Tripura,four wheelers,2,436
01-May-23,Uttar Pradesh,four wheelers,472,34515
01-May-23,Uttarakhand,four wheelers,61,4675
01-May-23,West Bengal,four wheelers,322,8672
01-Jun-23,Andhra Pradesh,four wheelers,156,6611
01-Jun-23,Assam,four wheelers,28,6751
01-Jun-23,Bihar,four wheelers,52,6134
01-Jun-23,Chandigarh,four wheelers,77,2597
01-Jun-23,Chhattisgarh,four wheelers,114,3650
01-Jun-23,Delhi,four wheelers,935,15723
01-Jun-23,Goa,four wheelers,75,1699
01-Jun-23,Gujarat,four wheelers,698,24829
01-Jun-23,Haryana,four wheelers,263,21135
01-Jun-23,Himachal Pradesh,four wheelers,19,3448
01-Jun-23,Jammu and Kashmir,four wheelers,18,4437
01-Jun-23,Jharkhand,four wheelers,48,4320
01-Jun-23,Karnataka,four wheelers,1142,24603
01-Jun-23,Kerala,four wheelers,885,14389
01-Jun-23,Madhya Pradesh,four wheelers,107,10927
01-Jun-23,Maharashtra,four wheelers,1360,36069
01-Jun-23,Meghalaya,four wheelers,2,950
01-Jun-23,Odisha,four wheelers,89,5873
01-Jun-23,Puducherry,four wheelers,8,910
01-Jun-23,Punjab,four wheelers,76,10547
01-Jun-23,Rajasthan,four wheelers,380,15534
01-Jun-23,Tamil Nadu,four wheelers,572,22976
01-Jun-23,Tripura,four wheelers,2,375
01-Jun-23,Uttar Pradesh,four wheelers,393,30578
01-Jun-23,Uttarakhand,four wheelers,42,4393
01-Jun-23,West Bengal,four wheelers,247,8471
01-Jul-23,Andaman & Nicobar Island,four wheelers,3,163
01-Jul-23,Andhra Pradesh,four wheelers,157,6820
01-Jul-23,Arunachal Pradesh,four wheelers,2,1069
01-Jul-23,Assam,four wheelers,23,7381
01-Jul-23,Bihar,four wheelers,58,5189
01-Jul-23,Chandigarh,four wheelers,71,2326
01-Jul-23,Chhattisgarh,four wheelers,94,3346
01-Jul-23,DNH and DD,four wheelers,4,391
01-Jul-23,Delhi,four wheelers,831,15285
01-Jul-23,Goa,four wheelers,84,1739
01-Jul-23,Gujarat,four wheelers,692,27755
01-Jul-23,Haryana,four wheelers,92,11915
01-Jul-23,Himachal Pradesh,four wheelers,12,3956
01-Jul-23,Jammu and Kashmir,four wheelers,11,4435
01-Jul-23,Jharkhand,four wheelers,31,4010
01-Jul-23,Karnataka,four wheelers,1221,23154
01-Jul-23,Kerala,four wheelers,871,14002
01-Jul-23,Madhya Pradesh,four wheelers,138,10811
01-Jul-23,Maharashtra,four wheelers,1103,36082
01-Jul-23,Manipur,four wheelers,6,427
01-Jul-23,Meghalaya,four wheelers,3,1030
01-Jul-23,Odisha,four wheelers,134,5745
01-Jul-23,Puducherry,four wheelers,7,809
01-Jul-23,Punjab,four wheelers,92,10766
01-Jul-23,Rajasthan,four wheelers,405,14064
01-Jul-23,Tamil Nadu,four wheelers,630,20553
01-Jul-23,Tripura,four wheelers,2,578
01-Jul-23,Uttar Pradesh,four wheelers,420,29214
01-Jul-23,Uttarakhand,four wheelers,53,4216
01-Jul-23,West Bengal,four wheelers,179,8111
01-Aug-23,Andaman & Nicobar Island,four wheelers,3,183
01-Aug-23,Andhra Pradesh,four wheelers,104,7397
01-Aug-23,Arunachal Pradesh,four wheelers,4,1121
01-Aug-23,Assam,four wheelers,27,7557
01-Aug-23,Bihar,four wheelers,53,5334
01-Aug-23,Chandigarh,four wheelers,80,1937
01-Aug-23,Chhattisgarh,four wheelers,107,3859
01-Aug-23,Delhi,four wheelers,440,15852
01-Aug-23,Goa,four wheelers,98,2177
01-Aug-23,Gujarat,four wheelers,512,25572
01-Aug-23,Haryana,four wheelers,189,24414
01-Aug-23,Himachal Pradesh,four wheelers,11,3975
01-Aug-23,Jammu and Kashmir,four wheelers,15,4843
01-Aug-23,Jharkhand,four wheelers,52,4040
01-Aug-23,Karnataka,four wheelers,1196,28235
01-Aug-23,Kerala,four wheelers,736,18189
01-Aug-23,Madhya Pradesh,four wheelers,112,11479
01-Aug-23,Maharashtra,four wheelers,1070,40169
01-Aug-23,Manipur,four wheelers,6,458
01-Aug-23,Meghalaya,four wheelers,3,1215
01-Aug-23,Odisha,four wheelers,146,6282
01-Aug-23,Puducherry,four wheelers,14,955
01-Aug-23,Punjab,four wheelers,75,11493
01-Aug-23,Rajasthan,four wheelers,396,14786
01-Aug-23,Tamil Nadu,four wheelers,591,23537
01-Aug-23,Tripura,four wheelers,2,466
01-Aug-23,Uttar Pradesh,four wheelers,482,29829
01-Aug-23,Uttarakhand,four wheelers,50,4283
01-Aug-23,West Bengal,four wheelers,178,9101
01-Sep-23,Andhra Pradesh,four wheelers,59,7044
01-Sep-23,Arunachal Pradesh,four wheelers,4,1003
01-Sep-23,Assam,four wheelers,23,8078
01-Sep-23,Bihar,four wheelers,60,5210
01-Sep-23,Chandigarh,four wheelers,54,1491
01-Sep-23,Chhattisgarh,four wheelers,83,3993
01-Sep-23,DNH and DD,four wheelers,6,468
01-Sep-23,Delhi,four wheelers,380,15776
01-Sep-23,Goa,four wheelers,69,2801
01-Sep-23,Gujarat,four wheelers,633,36818
01-Sep-23,Haryana,four wheelers,92,24045
01-Sep-23,Himachal Pradesh,four wheelers,9,3683
01-Sep-23,Jammu and Kashmir,four wheelers,9,4430
01-Sep-23,Jharkhand,four wheelers,22,4600
01-Sep-23,Karnataka,four wheelers,942,24184
01-Sep-23,Kerala,four wheelers,773,21467
01-Sep-23,Madhya Pradesh,four wheelers,117,11748
01-Sep-23,Maharashtra,four wheelers,869,43063
01-Sep-23,Meghalaya,four wheelers,3,1139
01-Sep-23,Odisha,four wheelers,101,6354
01-Sep-23,Puducherry,four wheelers,10,912
01-Sep-23,Punjab,four wheelers,83,12368
01-Sep-23,Rajasthan,four wheelers,375,16356
01-Sep-23,Tamil Nadu,four wheelers,543,22461
01-Sep-23,Tripura,four wheelers,3,470
01-Sep-23,Uttar Pradesh,four wheelers,476,29087
01-Sep-23,Uttarakhand,four wheelers,30,4234
01-Sep-23,West Bengal,four wheelers,218,9011
01-Oct-23,Andhra Pradesh,four wheelers,68,7743
01-Oct-23,Arunachal Pradesh,four wheelers,2,1111
01-Oct-23,Assam,four wheelers,24,9481
01-Oct-23,Bihar,four wheelers,57,6068
01-Oct-23,Chandigarh,four wheelers,71,1722
01-Oct-23,Chhattisgarh,four wheelers,79,4920
01-Oct-23,DNH and DD,four wheelers,12,620
01-Oct-23,Delhi,four wheelers,519,16459
01-Oct-23,Goa,four wheelers,87,2094
01-Oct-23,Gujarat,four wheelers,670,42365
01-Oct-23,Haryana,four wheelers,220,20543
01-Oct-23,Himachal Pradesh,four wheelers,7,3066
01-Oct-23,Jammu and Kashmir,four wheelers,10,4603
01-Oct-23,Jharkhand,four wheelers,30,4837
01-Oct-23,Karnataka,four wheelers,1154,25652
01-Oct-23,Kerala,four wheelers,642,14522
01-Oct-23,Madhya Pradesh,four wheelers,112,13646
01-Oct-23,Maharashtra,four wheelers,1404,47126
01-Oct-23,Manipur,four wheelers,2,272
01-Oct-23,Odisha,four wheelers,130,8500
01-Oct-23,Puducherry,four wheelers,7,990
01-Oct-23,Punjab,four wheelers,94,11396
01-Oct-23,Rajasthan,four wheelers,464,18951
01-Oct-23,Tamil Nadu,four wheelers,556,28342
01-Oct-23,Tripura,four wheelers,3,497
01-Oct-23,Uttar Pradesh,four wheelers,512,33774
01-Oct-23,Uttarakhand,four wheelers,34,4562
01-Oct-23,West Bengal,four wheelers,238,9972
01-Nov-23,Andhra Pradesh,four wheelers,98,8220
01-Nov-23,Arunachal Pradesh,four wheelers,3,1226
01-Nov-23,Assam,four wheelers,26,7960
01-Nov-23,Bihar,four wheelers,50,9075
01-Nov-23,Chandigarh,four wheelers,88,1805
01-Nov-23,Chhattisgarh,four wheelers,99,5877
01-Nov-23,DNH and DD,four wheelers,3,590
01-Nov-23,Delhi,four wheelers,538,18675
01-Nov-23,Goa,four wheelers,97,2521
01-Nov-23,Gujarat,four wheelers,592,32601
01-Nov-23,Haryana,four wheelers,215,22002
01-Nov-23,Himachal Pradesh,four wheelers,15,4242
01-Nov-23,Jammu and Kashmir,four wheelers,18,4981
01-Nov-23,Jharkhand,four wheelers,40,6684
01-Nov-23,Karnataka,four wheelers,822,26232
01-Nov-23,Kerala,four wheelers,641,12551
01-Nov-23,Madhya Pradesh,four wheelers,137,17166
01-Nov-23,Maharashtra,four wheelers,1315,48131
01-Nov-23,Manipur,four wheelers,2,246
01-Nov-23,Meghalaya,four wheelers,2,1387
01-Nov-23,Odisha,four wheelers,177,7105
01-Nov-23,Puducherry,four wheelers,11,990
01-Nov-23,Punjab,four wheelers,128,12992
01-Nov-23,Rajasthan,four wheelers,539,24386
01-Nov-23,Tamil Nadu,four wheelers,599,19015
01-Nov-23,Tripura,four wheelers,2,657
01-Nov-23,Uttar Pradesh,four wheelers,446,42692
01-Nov-23,Uttarakhand,four wheelers,47,5398
01-Nov-23,West Bengal,four wheelers,290,9743
01-Dec-23,Andaman & Nicobar Island,four wheelers,2,175
01-Dec-23,Andhra Pradesh,four wheelers,130,7155
01-Dec-23,Arunachal Pradesh,four wheelers,2,1137
01-Dec-23,Assam,four wheelers,30,8111
01-Dec-23,Bihar,four wheelers,59,4788
01-Dec-23,Chandigarh,four wheelers,130,1496
01-Dec-23,Chhattisgarh,four wheelers,93,3575
01-Dec-23,DNH and DD,four wheelers,5,488
01-Dec-23,Delhi,four wheelers,811,16567
01-Dec-23,Goa,four wheelers,71,1859
01-Dec-23,Gujarat,four wheelers,548,26023
01-Dec-23,Haryana,four wheelers,218,23698
01-Dec-23,Himachal Pradesh,four wheelers,16,5710
01-Dec-23,Jammu and Kashmir,four wheelers,15,4531
01-Dec-23,Jharkhand,four wheelers,27,4375
01-Dec-23,Karnataka,four wheelers,1155,22859
01-Dec-23,Kerala,four wheelers,736,13811
01-Dec-23,Madhya Pradesh,four wheelers,134,9736
01-Dec-23,Maharashtra,four wheelers,1125,32212
01-Dec-23,Manipur,four wheelers,2,206
01-Dec-23,Odisha,four wheelers,186,7280
01-Dec-23,Puducherry,four wheelers,12,860
01-Dec-23,Punjab,four wheelers,116,13632
01-Dec-23,Rajasthan,four wheelers,348,13082
01-Dec-23,Tamil Nadu,four wheelers,520,19246
01-Dec-23,Tripura,four wheelers,4,489
01-Dec-23,Uttar Pradesh,four wheelers,498,29434
01-Dec-23,Uttarakhand,four wheelers,37,5430
01-Dec-23,West Bengal,four wheelers,160,8435
01-Jan-24,Uttar Pradesh,four wheelers,399,44334
01-Jan-24,Maharashtra,four wheelers,1289,50156
01-Jan-24,Karnataka,four wheelers,1080,30770
01-Jan-24,Tamil Nadu,four wheelers,626,28455
01-Jan-24,Bihar,four wheelers,58,6824
01-Jan-24,Kerala,four wheelers,734,164
01-Jan-24,Rajasthan,four wheelers,498,21747
01-Jan-24,Delhi,four wheelers,1345,21520
01-Jan-24,Madhya Pradesh,four wheelers,172,19326
01-Jan-24,Gujarat,four wheelers,494,33379
01-Jan-24,Odisha,four wheelers,150,7500
01-Jan-24,Assam,four wheelers,21,7242
01-Jan-24,Haryana,four wheelers,282,28776
01-Jan-24,Chhattisgarh,four wheelers,91,4946
01-Jan-24,West Bengal,four wheelers,184,10223
01-Jan-24,Punjab,four wheelers,105,15000
01-Jan-24,Andhra Pradesh,four wheelers,123,8483
01-Jan-24,Jharkhand,four wheelers,29,4678
01-Jan-24,Uttarakhand,four wheelers,49,5385
01-Jan-24,Jammu and Kashmir,four wheelers,10,5264
01-Jan-24,Goa,four wheelers,86,2331
01-Jan-24,Chandigarh,four wheelers,101,1624
01-Jan-24,Tripura,four wheelers,2,466
01-Jan-24,Puducherry,four wheelers,10,1250
01-Jan-24,Himachal Pradesh,four wheelers,13,4815
01-Jan-24,DNH and DD,four wheelers,3,527
01-Jan-24,Manipur,four wheelers,7,433
01-Jan-24,Arunachal Pradesh,four wheelers,5,1174
01-Feb-24,Uttar Pradesh,four wheelers,394,37170
01-Feb-24,Maharashtra,four wheelers,1227,36302
01-Feb-24,Karnataka,four wheelers,923,24812
01-Feb-24,Tamil Nadu,four wheelers,595,23063
01-Feb-24,Rajasthan,four wheelers,517,19149
01-Feb-24,Bihar,four wheelers,71,6762
01-Feb-24,Madhya Pradesh,four wheelers,146,18025
01-Feb-24,Kerala,four wheelers,684,12281
01-Feb-24,Gujarat,four wheelers,510,25758
01-Feb-24,Delhi,four wheelers,596,17898
01-Feb-24,Assam,four wheelers,24,6858
01-Feb-24,Odisha,four wheelers,203,6305
01-Feb-24,Chhattisgarh,four wheelers,99,4125
01-Feb-24,Punjab,four wheelers,111,14051
01-Feb-24,Andhra Pradesh,four wheelers,128,6125
01-Feb-24,Haryana,four wheelers,312,26000
01-Feb-24,West Bengal,four wheelers,185,8487
01-Feb-24,Jharkhand,four wheelers,42,4667
01-Feb-24,Uttarakhand,four wheelers,60,5826
01-Feb-24,Jammu and Kashmir,four wheelers,24,4211
01-Feb-24,Goa,four wheelers,99,1772
01-Feb-24,Tripura,four wheelers,5,538
01-Feb-24,Chandigarh,four wheelers,84,1321
01-Feb-24,Puducherry,four wheelers,16,1177
01-Feb-24,Himachal Pradesh,four wheelers,11,4584
01-Feb-24,Manipur,four wheelers,7,310
01-Feb-24,DNH and DD,four wheelers,5,444
01-Feb-24,Meghalaya,four wheelers,4,1261
01-Feb-24,Arunachal Pradesh,four wheelers,4,1184
01-Mar-24,Maharashtra,four wheelers,1079,36826
01-Mar-24,Uttar Pradesh,four wheelers,389,34425
01-Mar-24,Karnataka,four wheelers,1482,26751
01-Mar-24,Tamil Nadu,four wheelers,749,22095
01-Mar-24,Rajasthan,four wheelers,493,16942
01-Mar-24,Delhi,four wheelers,897,15905
01-Mar-24,Kerala,four wheelers,876,13861
01-Mar-24,Gujarat,four wheelers,661,25424
01-Mar-24,Bihar,four wheelers,99,6972
01-Mar-24,Madhya Pradesh,four wheelers,143,14743
01-Mar-24,Andhra Pradesh,four wheelers,366,7838
01-Mar-24,Assam,four wheelers,53,7465
01-Mar-24,Chhattisgarh,four wheelers,120,4348
01-Mar-24,Punjab,four wheelers,132,14348
01-Mar-24,West Bengal,four wheelers,495,8089
01-Mar-24,Haryana,four wheelers,305,23644
01-Mar-24,Jharkhand,four wheelers,52,4483
01-Mar-24,Goa,four wheelers,123,1730
01-Mar-24,Uttarakhand,four wheelers,51,4812
01-Mar-24,Jammu and Kashmir,four wheelers,18,4500
01-Mar-24,Tripura,four wheelers,3,556
01-Mar-24,Chandigarh,four wheelers,119,1294
01-Mar-24,Puducherry,four wheelers,5,1042
01-Mar-24,Meghalaya,four wheelers,3,1200
01-Mar-24,Himachal Pradesh,four wheelers,17,4147
01-Mar-24,DNH and DD,four wheelers,4,429
01-Mar-24,Manipur,four wheelers,2,370
01-Apr-21,Andhra Pradesh,two wheelers,436,63444
01-Apr-21,Assam,two wheelers,7,30344
01-Apr-21,Bihar,two wheelers,47,81056
01-Apr-21,Chandigarh,two wheelers,6,1200
01-Apr-21,Chhattisgarh,two wheelers,36,10274
01-Apr-21,Delhi,two wheelers,272,14233
01-Apr-21,Goa,two wheelers,36,3374
01-Apr-21,Gujarat,two wheelers,98,49005
01-Apr-21,Haryana,two wheelers,101,31078
01-Apr-21,Himachal Pradesh,two wheelers,9,4360
01-Apr-21,Jammu and Kashmir,two wheelers,22,6874
01-Apr-21,Jharkhand,two wheelers,80,26969
01-Apr-21,Karnataka,two wheelers,1549,59979
01-Apr-21,Kerala,two wheelers,379,57624
01-Apr-21,Madhya Pradesh,two wheelers,126,29491
01-Apr-21,Maharashtra,two wheelers,428,45515
01-Apr-21,Manipur,two wheelers,2,3048
01-Apr-21,Odisha,two wheelers,191,36953
01-Apr-21,Puducherry,two wheelers,18,2581
01-Apr-21,Punjab,two wheelers,9,24348
01-Apr-21,Rajasthan,two wheelers,325,48828
01-Apr-21,Tamil Nadu,two wheelers,1297,107658
01-Apr-21,Uttar Pradesh,two wheelers,171,137840
01-Apr-21,Uttarakhand,two wheelers,34,7607
01-Apr-21,West Bengal,two wheelers,9,65885
01-May-21,Andhra Pradesh,two wheelers,201,41370
01-May-21,Bihar,two wheelers,8,55276
01-May-21,Chhattisgarh,two wheelers,6,5280
01-May-21,Goa,two wheelers,27,379
01-May-21,Gujarat,two wheelers,106,33419
01-May-21,Haryana,two wheelers,17,7315
01-May-21,Himachal Pradesh,two wheelers,4,1721
01-May-21,Jammu and Kashmir,two wheelers,50,1916
01-May-21,Jharkhand,two wheelers,39,21680
01-May-21,Karnataka,two wheelers,140,4942
01-May-21,Kerala,two wheelers,95,6675
01-May-21,Maharashtra,two wheelers,189,16627
01-May-21,Odisha,two wheelers,28,5900
01-May-21,Puducherry,two wheelers,3,314
01-May-21,Punjab,two wheelers,21,14366
01-May-21,Rajasthan,two wheelers,33,18802
01-May-21,Tamil Nadu,two wheelers,237,17837
01-May-21,Uttar Pradesh,two wheelers,25,147458
01-May-21,Uttarakhand,two wheelers,6,2957
01-May-21,West Bengal,two wheelers,6,28906
01-Jun-21,Andhra Pradesh,two wheelers,369,53867
01-Jun-21,Assam,two wheelers,6,22586
01-Jun-21,Bihar,two wheelers,67,100771
01-Jun-21,Chandigarh,two wheelers,2,1314
01-Jun-21,Chhattisgarh,two wheelers,138,31808
01-Jun-21,DNH and DD,two wheelers,2,627
01-Jun-21,Delhi,two wheelers,205,22186
01-Jun-21,Goa,two wheelers,17,1533
01-Jun-21,Gujarat,two wheelers,207,59121
01-Jun-21,Haryana,two wheelers,74,31957
01-Jun-21,Himachal Pradesh,two wheelers,25,5098
01-Jun-21,Jammu and Kashmir,two wheelers,87,8677
01-Jun-21,Jharkhand,two wheelers,42,33533
01-Jun-21,Karnataka,two wheelers,560,19402
01-Jun-21,Kerala,two wheelers,184,17828
01-Jun-21,Madhya Pradesh,two wheelers,227,90928
01-Jun-21,Maharashtra,two wheelers,891,75098
01-Jun-21,Odisha,two wheelers,147,23193
01-Jun-21,Puducherry,two wheelers,31,2559
01-Jun-21,Punjab,two wheelers,71,23393
01-Jun-21,Rajasthan,two wheelers,515,59809
01-Jun-21,Tamil Nadu,two wheelers,660,45197
01-Jun-21,Uttar Pradesh,two wheelers,92,264409
01-Jun-21,Uttarakhand,two wheelers,37,9766
01-Jun-21,West Bengal,two wheelers,12,67354
01-Jul-21,Andhra Pradesh,two wheelers,811,58165
01-Jul-21,Assam,two wheelers,22,22521
01-Jul-21,Bihar,two wheelers,189,70562
01-Jul-21,Chandigarh,two wheelers,11,1286
01-Jul-21,Chhattisgarh,two wheelers,253,30642
01-Jul-21,DNH and DD,two wheelers,3,704
01-Jul-21,Delhi,two wheelers,818,24955
01-Jul-21,Goa,two wheelers,64,1694
01-Jul-21,Gujarat,two wheelers,358,68641
01-Jul-21,Haryana,two wheelers,134,24476
01-Jul-21,Himachal Pradesh,two wheelers,18,6543
01-Jul-21,Jammu and Kashmir,two wheelers,203,10104
01-Jul-21,Jharkhand,two wheelers,108,29512
01-Jul-21,Karnataka,two wheelers,3384,84001
01-Jul-21,Kerala,two wheelers,456,41455
01-Jul-21,Madhya Pradesh,two wheelers,469,99094
01-Jul-21,Maharashtra,two wheelers,2101,146083
01-Jul-21,Odisha,two wheelers,324,38080
01-Jul-21,Puducherry,two wheelers,38,3592
01-Jul-21,Punjab,two wheelers,318,27261
01-Jul-21,Rajasthan,two wheelers,1378,67308
01-Jul-21,Tamil Nadu,two wheelers,2801,122808
01-Jul-21,Uttar Pradesh,two wheelers,303,215180
01-Jul-21,Uttarakhand,two wheelers,76,12268
01-Jul-21,West Bengal,two wheelers,36,76665
01-Aug-21,Andhra Pradesh,two wheelers,666,58473
01-Aug-21,Assam,two wheelers,26,25097
01-Aug-21,Bihar,two wheelers,191,54618
01-Aug-21,Chandigarh,two wheelers,19,1380
01-Aug-21,Chhattisgarh,two wheelers,238,27491
01-Aug-21,DNH and DD,two wheelers,2,584
01-Aug-21,Delhi,two wheelers,995,26069
01-Aug-21,Goa,two wheelers,22,2316
01-Aug-21,Gujarat,two wheelers,584,54721
01-Aug-21,Haryana,two wheelers,441,30342
01-Aug-21,Himachal Pradesh,two wheelers,32,5430
01-Aug-21,Jammu and Kashmir,two wheelers,122,9978
01-Aug-21,Jharkhand,two wheelers,137,26589
01-Aug-21,Karnataka,two wheelers,3319,79751
01-Aug-21,Kerala,two wheelers,598,52507
01-Aug-21,Madhya Pradesh,two wheelers,457,67859
01-Aug-21,Maharashtra,two wheelers,2419,119076
01-Aug-21,Odisha,two wheelers,485,33821
01-Aug-21,Puducherry,two wheelers,34,3496
01-Aug-21,Punjab,two wheelers,342,27376
01-Aug-21,Rajasthan,two wheelers,1451,57021
01-Aug-21,Tamil Nadu,two wheelers,2745,109440
01-Aug-21,Uttar Pradesh,two wheelers,531,146734
01-Aug-21,Uttarakhand,two wheelers,114,11192
01-Aug-21,West Bengal,two wheelers,80,63613
01-Sep-21,Andhra Pradesh,two wheelers,766,51764
01-Sep-21,Assam,two wheelers,38,24438
01-Sep-21,Bihar,two wheelers,475,48021
01-Sep-21,Chandigarh,two wheelers,25,1162
01-Sep-21,Chhattisgarh,two wheelers,244,24790
01-Sep-21,Delhi,two wheelers,809,17347
01-Sep-21,Goa,two wheelers,87,3081
01-Sep-21,Gujarat,two wheelers,959,71820
01-Sep-21,Haryana,two wheelers,691,32590
01-Sep-21,Himachal Pradesh,two wheelers,33,4975
01-Sep-21,Jammu and Kashmir,two wheelers,157,7354
01-Sep-21,Jharkhand,two wheelers,149,24528
01-Sep-21,Karnataka,two wheelers,3539,80292
01-Sep-21,Kerala,two wheelers,789,48245
01-Sep-21,Madhya Pradesh,two wheelers,590,65166
01-Sep-21,Maharashtra,two wheelers,2166,92351
01-Sep-21,Odisha,two wheelers,490,28355
01-Sep-21,Puducherry,two wheelers,48,3211
01-Sep-21,Punjab,two wheelers,487,24819
01-Sep-21,Rajasthan,two wheelers,1625,48502
01-Sep-21,Tamil Nadu,two wheelers,2880,108477
01-Sep-21,Uttar Pradesh,two wheelers,730,132962
01-Sep-21,Uttarakhand,two wheelers,169,9926
01-Sep-21,West Bengal,two wheelers,84,65430
01-Oct-21,Andhra Pradesh,two wheelers,993,88110
01-Oct-21,Assam,two wheelers,28,32155
01-Oct-21,Bihar,two wheelers,470,50679
01-Oct-21,Chandigarh,two wheelers,18,1792
01-Oct-21,Chhattisgarh,two wheelers,301,33464
01-Oct-21,Delhi,two wheelers,995,26087
01-Oct-21,Goa,two wheelers,163,3914
01-Oct-21,Gujarat,two wheelers,1460,84700
01-Oct-21,Haryana,two wheelers,505,26891
01-Oct-21,Himachal Pradesh,two wheelers,29,4651
01-Oct-21,Jammu and Kashmir,two wheelers,199,8601
01-Oct-21,Jharkhand,two wheelers,253,28877
01-Oct-21,Karnataka,two wheelers,3709,76401
01-Oct-21,Kerala,two wheelers,833,42377
01-Oct-21,Ladakh,two wheelers,6,18
01-Oct-21,Madhya Pradesh,two wheelers,545,52075
01-Oct-21,Maharashtra,two wheelers,3554,131332
01-Oct-21,Manipur,two wheelers,6,2098
01-Oct-21,Odisha,two wheelers,948,52708
01-Oct-21,Puducherry,two wheelers,31,2839
01-Oct-21,Punjab,two wheelers,416,29940
01-Oct-21,Rajasthan,two wheelers,1602,65626
01-Oct-21,Tamil Nadu,two wheelers,2530,85674
01-Oct-21,Uttar Pradesh,two wheelers,1022,129924
01-Oct-21,Uttarakhand,two wheelers,129,12826
01-Oct-21,West Bengal,two wheelers,67,53475
01-Nov-21,Andhra Pradesh,two wheelers,1114,64835
01-Nov-21,Assam,two wheelers,120,29586
01-Nov-21,Bihar,two wheelers,604,107209
01-Nov-21,Chandigarh,two wheelers,79,2083
01-Nov-21,Chhattisgarh,two wheelers,509,63099
01-Nov-21,Delhi,two wheelers,1269,37710
01-Nov-21,Goa,two wheelers,178,4104
01-Nov-21,Gujarat,two wheelers,1569,110759
01-Nov-21,Haryana,two wheelers,871,43957
